"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"gCap_share",0.2,0.2,0.2,0.2,0.2,0.2,0.21721965976975,0.2282065837595,0.2476960838015,0.27139425270225,0.298345557766,0.3253749112265,0.34626179271425,0.37848287249425,0.428611225165,0.47256835898025,0.50796261826225,0.539873333038,0.56645299497475,0.59150603795775,0.6200987778435,0.651848021941,0.69238786859375,0.7357296622665,0.7836382333845,0.83735544430625,0.882583835723,0.89824449669525,0.908181716429,0.92607551988525,0.94147088609275,0.951845659481,0.956725211389,0.963876427347,0.97925312374575,0.9927120502575,0.9965330607065,0.997987595741,0.998567745944,0.99887984689475,0.99903504241775,0.999399768833,0.9995317452465,0.9995868887885,0.99959491296525,0.999804534883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"change_in_unem",NA,0.0013966791165,-0.000677511714000004,-0.000915521803499991,0.00180089036374999,0.00103981977675001,0.013920381809,0.029306645464,0.0022927764715,-0.00886811511250001,-0.00696308837774999,-0.00168593298675,0.00077764536399999,-0.00601292660175,-0.00576387127475,0.000789757578250005,0.00203948219475,-0.00163116790325001,0.00186596467500001,-0.0030338288795,0.00105300317774999,-0.000212719398499997,-0.007232707251,0.00293970929875001,-0.0017996029195,0.00185299337075,-0.000580881798249999,-0.000413253287499998,0.00148203235775,-0.00582897078275001,0.00249684256175001,-0.00101762203825001,-0.00134607745024999,-0.00194161930800001,-0.00168701475625001,-0.006160751696,-0.00933568989999999,-0.00608200059925,0.002575562865,0.0022014047135,-0.00302287326925,0.004561286588,0.003656547505,0.000396046573500002,-0.00130948829275,-0.000369876652999999,0.00167323937325,0.000549163742749992,-0.00128413711274999,0.0012766477325,0.00297921709350001,-0.000947014763499995,-0.00154907090300001,0.001913276507,-0.000862635652499999,-0.0012654386365,0.000643682351749997,-0.001347452003,0.000745343448750005,0.000421810904499997,0.0024913997545,-0.00361052641224999,0.001490010309,0.000376018063500003,-0.00147288384500001,-0.000611101064749993,0.000142406413249994,0.00252440294100001,-0.00383466106875001,0.00090561006875,0.00353481828475,0.000622282869749996,-0.00113489952399999,-0.00469734634500001,0.0058246659965,-0.00156775158825,-0.00102748969550001,-0.00146402163449999,-0.000514592089750007,0.00410944341575001
"anomaly_real",1.101436911155,1.124298333991,1.147254491148,1.170309391253,1.19346039098,1.21670615601,1.240038812523,1.263394072837,1.286772507104,1.310223114912,1.333748160367,1.357333470349,1.380975388922,1.404681573379,1.428439296905,1.452227574372,1.476045692341,1.499907167697,1.523825635776,1.547797852377,1.571836031183,1.59592414455,1.620063517085,1.644250094533,1.668474498687,1.692726650976,1.717004572066,1.741327731322,1.765730131829,1.790226461734,1.81480804729,1.839473196784,1.864231689999,1.889091558111,1.914052855571,1.939102161202,1.964253633127,1.989516951518,2.014893093532,2.040377357383,2.065972534397,2.091680419068,2.117495604986,2.143419661179,2.16945757186,2.195609606846,2.221876673999,2.248257010662,2.274753607215,2.301367838523,2.328095158134,2.354939131179,2.381898795642,2.408976774208,2.436171209771,2.4634851058,2.490918201744,2.518470243724,2.546143007274,2.573935437817,2.601848129656,2.629882451894,2.658040490287,2.68632017673,2.714724150309,2.743253902582,2.771908521464,2.800689009266,2.829595184955,2.858630725191,2.887792987442,2.917081120706,2.946495282729,2.97603827278,3.005711161157,3.035508599142,3.065437358389,3.095496074433,3.125686429057,3.156007926414
"anomaly_shiftingBL",0.09801970902492,0.09801970902492,0.09801970902492,0.09801970902492,0.09801970902492,0.09801970902492,0.09801970902492,0.09801970902492,0.09801970902492,0.0982653771153799,0.09852245150592,0.0987775505384501,0.0990267457731002,0.0992799520959897,0.0995270689449199,0.09974658964982,0.0999371090027601,0.10011714122079,0.10030731618141,0.10050710983294,0.10072688570609,0.10094943160675,0.10117243221272,0.10139155591749,0.10159602964501,0.10177577583416,0.10193193202932,0.10208952354802,0.10228775028738,0.10254153302536,0.10283354792843,0.10315108764423,0.10349617054317,0.10387033545192,0.10426577018824,0.10466090822812,0.10506445520618,0.10548651824223,0.10592596564193,0.10637364942502,0.10682835663843,0.1072901295474,0.10775198599872,0.10821365274384,0.10867935410575,0.1091492328994,0.1096234621582,0.11009954398076,0.11057940471637,0.11106410572421,0.11154820809401,0.11203396281211,0.11252049377972,0.11300995660753,0.11350035806837,0.11399400663797,0.11449040573616,0.11498860545743,0.11548984684792,0.11599251941634,0.11649650963765,0.11700283309418,0.11751325324468,0.11802507010133,0.11854005898835,0.11905942546491,0.11958144083085,0.12010615527966,0.12063275182576,0.12116419360505,0.12169739618188,0.122230378925261,0.122762870227589,0.12329767624711,0.12383592012942,0.12437164412198,0.124910876821009,0.12545288278538,0.12599850000299,0.12654668050672
"real_wage_growth",NA,0.0104131792570419,0.0107917072339918,0.0102584135010084,0.0103213264274222,0.0110469592566513,-0.00309178194112703,-0.00292115216024602,0.00872538013196156,0.0106413687167068,0.0102103129613518,0.010227781243163,0.0100230834731962,0.0115195209590748,0.0102700566898155,0.00985709764875042,0.0110518409039901,0.0108725012404456,0.0103608986653949,0.0110449556681229,0.00995711580977754,0.0114904835408185,0.0108139195696033,0.00969281559369928,0.0108299712378102,0.010450062660625,0.0106934639002918,0.0108041574270212,0.0108296173868285,0.0112597094434403,0.0106735904035988,0.0108236256246661,0.0115037416131869,0.0114488431751765,0.0115649704959704,0.0155097493943148,0.0162653180911017,0.0140529982118782,0.011747979453359,0.0126369018454537,0.0114267789104869,0.010414361689971,0.0113274615286874,0.0112117737259736,0.0104019101243504,0.010644696902711,0.0100631287733237,0.0109652349851654,0.0102127327637354,0.00971663522521671,0.0103404529673106,0.0101025965000012,0.0100992435294078,0.00975880333536949,0.0105287206439013,0.00997756428340169,0.00993719964331574,0.0103665434890898,0.0101190996494886,0.0100032887860437,0.0105607710638933,0.0107354586139103,0.010149988755813,0.0110460417423492,0.010609969258178,0.0104662381962723,0.0104553608376245,0.0101373155892304,0.0109974351939588,0.00972285863823297,0.00982554069580832,0.0102512654627305,0.0101980267477815,0.0104338781740068,0.00920438201203733,0.0108817011896318,0.00987999721579036,0.0101916532053326,0.0100398868287459,0.0096036814119056
"rCtax",0,0,0,0,0,0,0.00024696875825,0.000393413967,0.00039535070425,0.000394424812,0.000394549804,0.0003950634225,0.00039510480725,0.000394817024,0.00039471793575,0.00039515285725,0.00039554942975,0.0003949675845,0.0003955171465,0.0003950019645,0.0003952833515,0.000395562256,0.000394252149,0.00039561868625,0.0003951156095,0.00039527638275,0.000395121167,0.000395280946,0.00039555590875,0.0003945846095,0.000395738068,0.0003950206085,0.0003952816635,0.00039554023775,0.0003953794485,0.000396543692,0.00039632388025,0.00039581933525,0.00039636907925,0.00039620031675,0.00039483876575,0.000395779963,0.0003957982235,0.0003953578685,0.00039481726075,0.00039524367725,0.00039525573625,0.00039544228575,0.00039500333075,0.00039500624125,0.0003955215975,0.00039507045775,0.00039473902725,0.00039536679625,0.000395069122,0.000394847085,0.00039511319125,0.000395196906,0.00039523400475,0.00039496179825,0.00039569342775,0.00039477983125,0.0003952027405,0.00039518167225,0.00039501066075,0.00039508182675,0.00039523510825,0.0003953184145,0.0003946195385,0.00039503427075,0.00039530673125,0.00039519656625,0.00039499536325,0.000394664202,0.000395833955,0.0003950175515,0.00039502596125,0.00039508551375,0.00039502999975,0.00039542585475
"totEmiss",32101659.4254022,32121745.1055633,32179092.8752517,32244957.1516441,32241931.8084237,32212284.5065733,31321773.0159694,30106181.0627137,29535414.8058008,29216756.497904,28763967.5125971,28083696.1194383,27550239.9220123,26922759.6955431,25827900.4484024,24727497.4416509,23772054.667318,23036223.6967112,22296830.833059,21682092.4422401,20915529.7878847,20109031.928454,19305200.5513447,18179274.8971916,17100973.5368397,15803983.5668804,14739951.8181424,14250881.5147898,13944598.6335163,13692927.6453425,13266885.3943125,13044943.1924593,12895201.0243174,12746728.4841982,12479958.8476037,12303727.2087086,12338378.748814,12405463.7955418,12385904.3532743,12343396.5249196,12381732.81171,12323983.0282148,12269435.1546508,12256554.0437054,12286375.0101892,12289166.2301991,12274832.3904659,12281954.6473117,12305180.4263606,12310379.3157446,12263535.2071467,12252580.3928566,12257573.3483779,12222481.6873648,12220490.588111,12236153.3094781,12209640.5550953,12213547.0793772,12196242.6707222,12201635.8243728,12168369.0576113,12204007.8233906,12186523.0732577,12189303.2051255,12210939.8025292,12225854.5484422,12228511.8207239,12202847.3132815,12268128.7105091,12281151.3895413,12251625.6014537,12231625.9155497,12213715.5049323,12259186.6007901,12182311.6245651,12160150.8698218,12150904.0928914,12139074.76006,12141727.4576005,12098613.6966118
